地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
環島北路一段３５０巷１０弄１號,,106/11/15,900,0,82.3,,透天厝,21,全/三層,房地(土地+建物),土:2 建:1車:0,14房2廳9衛,,無,無,住家用,
前厝４６之１１號三樓,,106/11/15,700,13.4,52.43,62.11%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
盤果路２７號三樓,金盤基,106/11/13,630,19.3,32.72,82.69%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
前厝４６之１０號,,106/11/10,850,16,53.07,66.23%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西浦頭２０之８號二樓,,106/11/09,556,19.9,27.9,85.05%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西浦頭２０之７號,,106/11/09,600,23,26.11,92.88%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
安岐２３１號二樓,,106/11/09,570,19.3,29.51,82.75%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２９號,,106/11/07,560,19.6,28.56,83.98%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
安岐２２５號,,106/11/07,1200,0,60.26,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房3廳5衛,,無,無,住家用,建物第一次登記後移轉
安岐２２９號三樓,,106/11/06,580,20.3,28.56,83.98%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２３０號三樓,,106/11/06,560,20.2,27.7,87.89%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２３１號三樓,,106/11/06,600,20.3,29.51,,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖下２３１之２號三樓,,106/11/01,467.6,19.9,23.53,78.38%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
前厝４６之９號三樓,,106/11/01,688,13.8,49.96,64.42%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
下堡１５０之１號三樓,,106/10/31,770,23.1,33.33,83.94%,公寓(5樓含以下無電梯),4,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
下堡１９１號二樓,,106/10/31,210,19.2,10.91,80.21%,套房(1房(1廳)1衛),3,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南２８之５號三樓,,106/10/30,450,17.4,25.81,88.23%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
榜林１００之５號一樓,,106/10/21,560,17.5,31.99,90.40%,公寓(5樓含以下無電梯),15,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
前厝４６之８號二樓,,106/10/18,670,12.8,52.15,63.27%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２９號二樓,,106/10/16,500,17.5,28.56,83.98%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２７號,,106/10/06,1150,0,59.4,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２６號,,106/10/06,1200,0,59.4,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２８號,,106/10/06,1100,0,60.19,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４６之１０號三樓,,106/10/03,700,13.2,53.19,63.31%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４６之７號,,106/10/03,1000,0,62.61,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南２８之３號三樓,,106/10/03,480,19.5,24.58,85.85%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南２８之３號,,106/10/03,510,22.9,22.31,94.59%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖下２１３之１０號２樓,,106/10/02,525,11.8,44.29,59.50%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,45,無,無,住家用,建物第一次登記後移轉
前厝４５之６號,,106/09/25,1260,0,54.43,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉
桃園路２１２號,,106/09/22,1250,0,52.67,,透天厝,1,全/三層,房地(土地+建物),土:2 建:1車:0,4房1廳5衛,,無,無,住家用,
前厝４６之９號二樓,,106/09/22,718,14.4,49.96,64.42%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４６之１１號二樓,,106/09/22,670,12.8,52.43,62.11%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４６之１１號,,106/09/22,670,13.6,49.37,66.30%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之１６號,,106/09/20,603,23.6,25.52,91.59%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
湖南３２之１８號三樓,,106/09/20,485,20.5,23.63,86.42%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
湖南３２之１５號三樓,,106/09/20,568,20.3,27.93,88.78%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
前厝４６之８號三樓,,106/09/20,780,15,52.15,63.27%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２３１號,,106/09/19,570,19.3,29.51,82.75%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
盤果路４６巷５號,,106/09/11,1250,0,47.31,,透天厝,1,全/三層,房地(土地+建物),土:2 建:1車:0,5房1廳4衛,,無,無,住家用,
前厝４６之６號,,106/09/11,1050,0,63.21,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之１８號二樓,,106/09/06,470,19.9,23.63,86.42%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
湖南３２之１５號,,106/09/06,620,23,26.94,92.04%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
湖南３２之１８號,,106/09/06,500,22.3,22.47,90.90%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
湖南３２之１７號三樓,,106/09/06,425,20.3,20.99,84.53%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉
湖南３２之１７號,,106/09/06,430,21.7,19.79,89.67%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉
前厝４６之３號,,106/08/29,1080,0,58.01,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４５之７號,,106/08/24,1300,0,55.03,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳4衛,,無,無,住家用,建物第一次登記後移轉
前厝４５之１０號,,106/08/24,1250,0,54.43,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳4衛,,無,無,住家用,建物第一次登記後移轉
前厝４５之１１號,,106/08/24,1300,0,55.22,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳4衛,,無,無,住家用,建物第一次登記後移轉
安岐２０７號二樓,,106/08/17,480,17.9,26.79,85.04%,公寓(5樓含以下無電梯),2,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
前厝４６之５號,,106/08/08,830,0,58.1,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西浦頭７９之７號,,106/08/08,760,0,56.33,,透天厝,2,全/三層,房地(土地+建物),土:1 建:1車:0,5房3廳3衛,,無,無,住家用,
西浦頭７９之３號,,106/08/07,880,0,56.33,,透天厝,2,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,無,無,住家用,
頂堡９７之２號三樓,,106/08/04,620,17.4,35.63,74.25%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
榜林１０４號,,106/08/04,120,0,54.87,,透天厝,24,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,建物第一次登記後移轉 二親等內親屬間之買賣交易案件。親友、員工或其他特殊關係間之交易。;
頂堡９７之５號,,106/08/01,720,14.4,49.93,73.95%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:2 建:1車:4,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
前厝４６之２號,,106/07/26,780,0,54.5,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
頂堡９７之６號二樓,,106/07/20,650,17.6,37.01,75.25%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
頂堡９７之２號二樓,,106/07/20,535,15,35.63,74.25%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
頂堡９７之２號,,106/07/20,620,16.6,37.46,73.95%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
安岐１３１號三樓,,106/07/19,580,13.2,44.1,60.88%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳1衛,,無,無,住家用,單獨車位交易。;
安岐２１７號,,106/07/11,880,0,53.12,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房1廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２２號,,106/07/07,472,18.3,25.86,90.30%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２２號二樓,,106/07/07,454,16.3,27.83,83.91%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２２號三樓,,106/07/07,467,16.8,27.83,83.91%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２１號,,106/07/07,530,19,27.95,89.78%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２１６號,,106/07/07,880,0,53.12,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房1廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２１號二樓,,106/07/07,502,16.4,30.56,82.12%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
安岐２２１號三樓,,106/07/07,502,16.4,30.56,82.12%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
頂埔下２９號三樓之６,,106/07/05,200,19,10.52,64.60%,華廈(10層含以下有電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
安岐３５８號,,106/07/03,1068,0,59.78,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳2衛,,無,無,住家用,建物第一次登記後移轉
安岐３５９號,,106/07/01,1200,0,61.93,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉
安岐２１８號,,106/06/30,840,0,50.09,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房1廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
盤果路３０巷３號,,106/06/26,970,0,51.13,,透天厝,7,全/二層,房地(土地+建物),土:1 建:1車:0,4房2廳3衛,,無,無,住家用,
安岐１３５號,,106/06/22,1100,0,107.02,,透天厝,3,全/三層,房地(土地+建物)+車位,土:1 建:1車:2,5房2廳4衛,,有,無,住家用,
安岐１３３號,,106/06/22,1100,0,104.92,,透天厝,3,全/三層,房地(土地+建物)+車位,土:1 建:1車:1,5房2廳4衛,,有,無,住家用,
東坑５０號,,106/06/20,550,20.4,26.91,87.18%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,4房1廳2衛,,無,無,住家用,建物第一次登記後移轉
